Stack, Frequency
ས྄,4867
ཛ྄,511
ཅཻ,47
སྡིི,3
གྷྃ,170
ཕྲྃ,14
ཕྲོཾ,120
བྷྲུཾ,1647
བྷྲཱུ,48
ལྨ,46
ཉྫཱ,114
དྷཽ,66
དྷྲཱུ,22
ཎྞཱ,15
ཀུཾ,234
ཀྵྱཾ,15
ཡུཾ,312
བྲཽ,36
ནྡྭཾ,3
ཛྫིཾ,3
ཏྟྭ,63
ནྤི,3
ཪྻི,1
ཀྑེ,6
ནྡྷྲེ,4
དོུ,3
ཌཱྃ,19
རུྃ,37
པུྃ,12
ཀཱྃ,49
ཏྲིཾ,107
ཀོྃ,19
གྲྀཾ,6
སཽཾ,10
དྃ,748
དུྃ,41
དྡྷུ,68
ངྷེ,18
ཀིི,2
ཁིི,1
ཋེ,20
ངྷེཾ,5
གྭི,3
རྦཾ,121
ཎཱེ,11
སྤྲཻ,23
གླཻ,23
་༷༷,2
མཱི,1232
རྡྷྭཾ,4
ང྄,1099
ཏྒ,745
སྟཱཾ,153
སྱོ,52
རྦྷཱུ,23
ཕྱིིི,1
སྟེོ,3
དྡྷ྄ོ,9
པྲཻ,10
དྡྷཱོ,14
ཅྭ,3067
ཐྭ,18
ཟྭ,194
སྨྱ,757
སྣྲ,24
ངི,715
ཐྲི,60
མྱི,92621
ཥྠི,34
ཐྱེ,47
སྟྲཱཻ,2
ནྐ,12
རྐྲ,13
ཏྟྱ,34
ཎྟ,16
རྠོ,19
རྑ,85
བྫི,8
ངྐོ,9
ཀྚི,3
ཎྜཱྀ,4
རྜྷྲཱ,2
ཚྪེ,3
ཀྚ,13
ཪྭེ,1
རྡྷྭ,10
ནྟྱ,59
རྦྷྱ,24
ཀླི,1001
ཀྟྱི,3
ཤྱེ,87
ཚིེ,3
ལྟཻ,41
རྒཽ,11
ཟིི,5
ཥྀ,50
ཥྦེ,20
སྣཱ,147
ཅྃ,8
ཁྲཽོ,2
བིི,3
སྒྲ྄ུ,4
ལྡཻ,55
བྱིིི,1
རྩཽ,38
དྷྱཱ,349
གྱིིི,1
ཐཽ,31
རྡྷཾ,51
རྫིི,1
ཛྱོ,173
ཐྀ,66
དྒྷ,84
པྲཱཾ,9
།༷,9
ཀྲིི,1
ཏྲཱིིི,1
སྨྲཽ,3
།༵,16
ཝཱིི,2
་ྀ,24
གྣྱེ,4
ཥྞཱིི,1
ཇཽ,16
ངྷྲི,7
ཀྵིཾ,968
སྐྃ,24
ཥྚཱི,504
དྷྲི,1048
གྱྀ,654
རྱཱ,534
གྀ,182
རྱ,7166
ཞྀ,328
དྷྲཱྀ,50
དྷྱཻ,52
ཥྟ,955
གྷཱི,75
ཎྱུ,10
དྷྀ,55
{,1993
},689
:,466
སྙྀ,103
ཨཱོཾ,2453
ནྱཱ,432
བྷྲ྄ུཾ,4
ལྷེ,304
མོཾ,461
༴,73135
དྀ,144
ཀྐཱུ,12
ཨྀ,58
ལ྄ྀ,10
རྒྭ,249
ཀྐཱ,120
ཀྐཱྃ,1
ཀྐཽ,2
ཀྐཻ,2
རྵ,2023
ནྱ,5247
སྟུཾ,12
འཾ,200
སྨཻ,262
རྨཽ,12
ཐཾ,1610
ཨྠིྀ,815
¶,12875
·,12878
【,2
】,2
ནྚེ,41
འེ,206
ཝོ,167
ཥྟཱི,162
རྵཱ,258
བྟ,452
:ོེ,2
<ེ,1
Ã,4744
ཕྱྀ,398
རྺ,2287
སྠཱུ,29
གླཽ,97
ཀྱྀ,806
དྤ,53
རྫྙཱ,1401
དྱི,34
རྫྙ,37
ཎྱེ,1844
ཧ྄ཱུཾ,32
ཥྟཾ,202
ཥྟི,238
པྟེ,279
སྦི,147
ནྱོ,131
རྴ,865
སྟྲི,227
ཌྷི,124
ཥྟཱ,444
ངྑི,10
ཀྞེ,7
ཥཱི,566
གྱཱ,8
ནྲ,91
རྐྱོ,484
ཀྨོ,889
ནྦྷ,36
དུུ,264
རྦོ,2309
སྐུུ,66
ནྲེ,8
ཐུཾ,1177
དྡྷཱུ,32
དྦྷེ,7
ཏྲཱྀ,50
སྭེ,728
ཟླུཾ,22
རྚ,70
ཁྲྀ,63
ཤྲྀ,114
སྶི,30
རྻ,8161
ནྚ,255
ཊྚོ,13
འྀ,1054
མྀ,232
ཕྱྀི,8
དྒེ,264
༈ཾ,5
ཕཱི,49
ཉཱི,42
ཧྲུྃ,12
སུུ,137
ཉྀ,192
ཧྲཱུཾ,32
ཥྟིཾ,359
བྟིཾ,9
ཀྟྭ,70
མྱཱཾ,22
ནྷིཾ,2
ནྡྲོ,22
ཡཱི,182
ཝཱུ,33
ལླྀ,79
ལླཱྀ,66
ནྩི,12
བྱཱཾ,58
ཏྱཱཾ,41
གྞེ,11
ཥྟཱཾ,59
ནྛེ,19
བྷཽ,77
ཀྵཱཾ,84
ཀྵཱིཾ,81
ཀྵླྀཾ,15
ཀྵླཱྀཾ,14
སྱཾ,161
རྩྪ,35
སྐཾ,162
ཨཱྀ,15
ཊྱེཾ,1
ནྛི,9
ཊྒ,20
རྴུ,25
ཕྲཻཾ,111
ཧྲཱྀ,148
ཧླཱྀ,64
ཀྵུཾ,322
ཧྻཾ,4
ཧྻཱཾ,4
ཧྲཾ,100
ཧྭཾ,40
ཧླཾ,15
ཧླཱཾ,7
པླཱྀ,27
ཕཱུ,74
པླྀ,47
བྷཱྀ,3
བྲཱྀ,24
ངཱ,80
སླཱྀ,34
སླྀ,51
་༵,294
ཐཱུ,34
དྲཱྀ,23
ཋཱུ,25
ཋུ,91
ཌྷཱྀ,8
ཌྀ,37
ཌྷཱི,39
ཛྷི,134
ཛྲྀ,62
ཚཱུ,36
ཛྲཱྀ,27
ཛྷཱྀ,6
ཀླཱྀ,45
ཁཱུ,37
གྲཱྀ,303
ཀླྀ,97
ཀྵླི,12
ཀྵཱཻ,11
ཀྵཱཽ,8
<,2282
>,2262
བྟཱོ,2
ཌྷྀ,16
ཛྷཱི,49
གྷཱྀ,10
ནྡྟ,5
རྡྡ,51
ཥྩི,59
པླཱི,6
ཉྩཱེ,2
རྨཱེ,5
མྱཾ,46
ཌྒེ,24
རྔྷ,21
ཎྜཾ,33
ཌཱི,602
བྷིཾ,15
ཀྵྱཱ,18
¨,281
©,261
ཧྻ,10
ཧྻཱ,10
སླི,13
（,1231
）,1230
[,457
],466
《,1122
》,1119
∶,351
ཥྟྲཱི,68
རྟཱི,171
རྔེ,516
སྥཽ,4
༔ོ,7
ལྷི,120
སྦྲ྄ུ,1
མུཾ,865
པཱཾ,527
བྷྱེ,128
རྩྀ,53
སྤྱྀ,450
ནྀ,277
ཏུུ,57
སྟྲཻ,214
ཀྲིཾ,99
ཀྲཱི,1249
ངྻུ,8
བྷྀ,78
དྦུ,8
ཙཱི,292
ཤྭེ,210
སྟཱི,81
ཛྱ,148
ཀྲུཾ,137
®,4667
ཡྀ,244
ཊཱྀ,10
ནྚི,201
ནྡྷོ,626
སྒྱོ,481
རྶ,95
ཉྪ,93
འྀྀི,1
་༵༵,4
རྣེ,60
ཏྣྀ,1
པྱཾ,94
བུུ,132
ཁྱྀ,40
ཅྀ,201
རྻཾ,118
ཨཱཻ,52
ཨཱཽ,29
ཎྞེ,6
འྀི,9
ཀྱྀི,10
བྷྲྀཾ,28
སྟྀ,12
ཇྀ,78
སྲྀ,333
སྟྲེ,28
པྟི,110
ཀླུུ,10
ཤཱཾ,84
མྥ,7
རྤ,383
མྦྀ,1
ངྐཱ,140
སྦྱྀ,162
མྺཱ,17
བྷྲ྄ཱྃ,1
ཧྭཱ,129
གྷུཾ,82
ཛྷཽ,4
ཛཽ,39
སླ྄ོ,2
རྟྲི,9
བྱྀ,103
´,52
µ,3
པྱཽ,15
སྒྲྀ,23
སྒྱཻ,22
ཕྲྀ,25
རྺི,10
སྤཽོ,1
བཱཻ,89
༁ྃ,1228
རྐི,57
ཤྲཱྀ,99
སྭོ,506
ཀྲཱྀ,115
སྤཻ,23
སྦྱ྄ོ,3
་ུ,168
ནྀི,5
རྩྭི,17
རྗུ,94
སྔེ,23
ཙིཾ,13
རྨཻ,9
ཏྡྷ,10
ཛྷཻ,251
ཆྒཻ,120
སྭཱོ,1
སྭི,73
རྫྀ,7
ཁྱྃ,1
ལྒོ,25
རྨྀ,30
ཤྀ,90
ཀཱཾ,156
ཚཾ,153
དྷཱཾ,60
ནྀྀ,1
གྱ྄ུ,3
ཊྭཱི,17
སྒྱྀ,15
※,8
ཆཽ,48
སྨྀ,35
…,906
,329
ཅྭོ,905
མཻཾ,161
ཛྀ,38
མེཾ,93
མཻཻཾ,3
དཱཾ,70
དཱེ,178
ཀླཽ,31
ཥྟྲཱ,9
ཥྟཱུ,8
རྱེ,107
རྵེ,145
ཝཻ,42
ཥཱུཾ,1
གྲྀྀ,8
ཊཾ,526
གྷྣཱཾ,222
རྜ,11
ཤྟ,18
ཀྟེ,122
ཀྞི,21
ཀྞོ,2
ཀྵྨཾ,101
ཏྲྱཻཻ,1
ནྱཽ,13
ཤྟོཾ,1
སྟྲོ,10
ཥྟོཾ,17
བྱཱུ,77
ཡཱུ,336
ཐླྷིཾ,101
ཀླཻ,6
ཡྻཱུཾ,1
ཀྵྨུཾ,5
ཧྱོ,11
ཛྙཱོ,42
ཥྟཱྀ,11
ྈྑ,9
ྉྥ,188
ནྛ,6
ཆྀ,32
ཏྭཱི,127
སྥཱཾ,1
སཱཾ,112
པྲོཾ,3
ཧྲཱྀཾ,30
ཧྲུཾ,29
ཧྲྀཾ,52
ཧྱཱ,73
ཡྻེ,15
རྟྀ,27
གུཾ,105
གཱཾ,62
མྦྷུ,108
པྲེཾ,20
ཕྲིཾ,42
ཛེཾ,25
རྻཱ,583
རྴི,27
ལཱཾ,533
ཕཻ,72
།ཾ,318
ངྒྷ,264
གྷཽ,14
སྒ྄ོ,2
མཱེ,29
མྺ,12
ཛྲཱྀཾ,4
སྐ྄ུ,2
ཁྲཾ,98
ཀྱུུ,3
སྒྲཾ,22
གྷྀ,14
སྥཱ,227
དྲཻ,33
།ི,92
ཎྲི,5
དྲུཾ,368
བྷྱཽ,66
ཥཾ,178
ཉྫྀྀི,1
ཟྭི,4
སྤྲྀ,105
ཏྦྷ,57
གླྀ,25
སྣྲེ,303
ནྫཱ,3
ནྲི,570
ཨཱོྃ,2118
H,101
`,10
ཨཱོྂ,5
ཀ྄,1943
ག྄,195
ཀྲྀཾ,5
བྲཾ,139
྅༵,4
མཱུྃ,208
པྱཱྃ,13
ཛྷིཾ,25
རྐཽ,19
སྟྭྃ,578
མྀྀ,2
ལྕཻ,14
བཱོ,39
ཏཱུ,71
ཛྙཱེ,39
ངཾ,750
ལྷྀ,1
རྐྱུ,5
སྐྲེ,46
ནྟྀ,11
མྦྷོ,204
ཐྱ,61
སྟྱཻ,36
ཌྷྱ,71
ཅཽ,13
ནྟྱཻ,38
བྷྲུ,102
ཀེཾ,853
གྴ,53
གྨོ,94
ཧུུ,5
ཆུུ,21
ཅུུ,28
བྲུུ,17
ནྦྷེ,11
ཤྴཾ,4
ཧྲཻཾ,13
དྱཱཾ,116
ཌྡྷ,13
ཌྡྷཾ,2
བཱུ,158
རྨཱི,23
རྞོ,41
བཱིཾ,6
བཱུཾ,9
བེཾ,47
བཻཾ,34
བོཾ,35
བཽཾ,5
ཧེཾ,54
ནཱཻ,9
ཧཻཾ,23
སྭཱཾ,24
སྭུ,8
སྭཱུ,7
སྭཻཾ,3
ཧྲོཾ,69
སྭཽ,21
ཧྲཱཽ,2
ཕཾ,164
ཕཱཾ,15
ཕཻེཾ,4
ཥྟྲོ,4
མྲུ,12
ནྟྲཱ,56
རྨཱཾ,17
ནྶི,26
སྲཱི,19
མྤི,36
ཥྤཱ,24
རླྀཾ,1
ཨཱུཾ,43
ཛྷཱ,76
བྷཱཾ,36
ཐཱཾ,110
ཌྷཱཾ,17
ཋཾ,35
ཋཱཾ,6
ཉཾ,93
ཉཱཾ,5
ཛྷཾ,45
ཛྷཱཾ,5
ཚཱཾ,7
ཙཱཾ,19
གྷཱཾ,38
ཁཱཾ,85
ཌྷུ,66
ཛྷུ,92
ཛྙི,52
ཛྙཱཾ,45
ཛྙཽ,27
ཕིཾ,33
ལྨོ,7
བྦྷ,30
ཛཱུཾ,6
ཀྲོཾ,19
ཕཱིཾ,9
ཕཱུཾ,8
ཕཱེཾ,2
ཕོཾ,19
ཕཱོཾ,2
ཨྱ,5
པྲཱེ,7
ཆུཾ,131
དྲཱཾ,18
ཌྷྲོ,10
ཏྭོ,57
སྟོཾ,28
ཏྲུཾ,651
ཀྟཾ,102
ཀྵྨཱ,33
ནིཾ,122
ཝུཾ,6
ཙྱཻ,362
རྩཱི,8
པུཾ,148
དྷྲཱི,220
ཝྀ,19
རྟྟཱ,24
ཊྠ,2
༢ཾ,2
༡ཾ,1
༣ཾ,1
ཡཱེ,85
ཁཱེ,22
ཀ྄ི,27
བྷྱི,68
ཀྵྨི,85
རྒྷཱ,32
ནྡྷཱུ,635
དྱཻ,38
ལླཱེ,24
པོཾ,103
ཆེཾ,86
ཏོཾ,11
ཏེཾ,16
༑ཾ,2
སོཾ,72
དོཾ,156
བྷྲཱུྂ,31
སྒྱཽ,5
ཕྲུུ,13
ཀླ྄ུ,1
ཏྑཾ,45
རྵཾ,20
མླྀ,79
ཋྱ,2
བྷྲཱ,1554
ཊྲུ,1
རུུ,42
ཉ྄,786
པྲཱི,122
ཛྫུ,9
དྱུ,148
ནཱེ,32
ཥྨི,41
ཊྱ,84
ཝཽ,9
བྫ,23
དྡི,44
ཀཱོ,22
སྦཽོ,2
ཁྲོཾ,790
པྱྀ,13
ཧཽཽཾ,1
སྲུཾ,167
ཎྱོ,18
ཤཱུྃ,6
མུྃ,278
ཧྞཱ,543
ཥྟུ,109
ནྷ,72
པོུ,1
ཆེུ,2
འིུ,28
ཁྲིུ,1
༠ཾ,20
༠ིཾ,1
ད྄,1809
༢ི,15
༨ེ,11
༁ིྃ,15
་ེྃ,5
༑ོ,7
་ེྂ,5
༣ོཾ,1
༅ོ,17
་ྀི,9
་ེཾ,19
༠ི,17
༥ེ,3
བ྄ོ,2
༣ི,9
འྀྀ,1
ཀཱྀ,9
སྣྲཽ,2
རྴེ,719
ཤུུ,25
ཌྷྲྀ,40
དྷཻ,47
གྷྲཱྀ,15
བྷྲཱཾ,12
གྷྲྀ,524
རྣཱི,4
ཥྟྀ,3
དྲྭཾ,2
ངུུ,20
ཐླྷཱིཾ,7
དྲཱི,184
གྷཱུ,118
ཊྚི,158
རྱཾ,53
རྠཱ,82
ཥྟོ,37
གྲཱེ,3
ཎཱིཾ,5
རྦཱཾ,18
ཛྷཱཻ,12
སྐཻ,7
གྷྣཾ,81
ཀྲཻ,11
༥ཾ,1
༦ཾ,1
༧ཾ,1
མྤཱ,36
འིཾ,148
རྞྞི,36
དྡྷྲཱ,1
ཁྭཾ,1
ཀྭི,212
ཌྜྷཱ,5
ཤླཻཾ,1
ནྫ,78
ཎྡྲུ,1
ནྫི,21
ཥྞཱ,192
རྔཻ,8
སྶཾ,53
ཥྤཻ,8
ཛྭེ,9
ངྟ,894
ཨཱོུཾ,8
ཀུུ,19
ཁུུ,10
པླ,87
ཏྭི,151
:ི,28
སྭཱི,31
ནྡྷཻ,24
ཊྀ,34
ཏྱི,53
ཎཱྀ,14
ཎྲྀ,19
ཏྲོ,931
མྲཾ,16
བྷུཾ,33
ཊྚེ,246
གྷྲཱི,265
ཥྨིཾ,3
ཨིེྀིིཾ,1
ཧཱུྂ,12191
ྈྐིོིཽཾ,173
༑ྀ,173
བ྄,1297
དྷ྄ཱི,173
ཥྤི,11
མྱཱ,40
ངྀ,11
ངཱྀ,3
གྷླྀ,16
གྷླཾ,1
ཁླྀ,13
ཀྐཱི,29
ཁྑཱ,23
ཁྑཱུ,8
ཁྑཱི,6
གྒཱ,18
གྒཱུ,7
གྷྒྷཱ,10
གྷྒྷཱྀ,1
གྷྒྷཱི,5
ངྔྷཱུ,2
ཙྩཱ,24
ཚྪཱ,7
ཀྤ,23
ཡ྄ཱཾ,1
ཀྵྼ,79
ཊྠཾ,1
ཀྵྼྀ,27
ཀྵྼཱྀ,29
་ིཾེཾྀཾིཾི,9
༩ིེྀིིཾཾཾཾ,160
ཧྱཾ,54
ཧྭྀ,1
ནླྀ,9
ནླཱྀ,9
ངྷྀ,2
དྷཱྀ,19
ཐིཾ,83
ཧླྀཾ,27
ཎྱཽ,2
ཊྚཾ,18
ཧྣཽ,5
པྟོ,15
བྡྷོ,46
བྟཱུ,2
ཀྵཱུཾ,17
ཀྵྀ,22
བྱཾ,349
མྦླ,2
ཤྨཱ,25
སྤྱེ,22
ཨཱིུ,1
ཊཱུཾ,6
སྒཱོ,2
ཡུུ,25
ཡཱྀ,4
རླྀ,34
རླཱྀ,13
ཧྭཱྀ,1
ཛྷྀ,13
ཛཱུ,54
ཛྷཱིཾ,3
ཛྷཱུ,6
ཉཱུ,10
མླཱྀ,8
ྈྐི,8
ཁཱི,366
ཁྲཱྀ,4
ཁྲཱུ,1
ཁླཱྀ,8
གཱུ,49
གླཱྀ,10
ངཱི,17
ངཱུ,12
།ིཾེཾྀཾིཾི,3
ཤུཾ,25
མྲིཾ,2
རེཾ,20
སྦྱེ,12
པྲིཾ,7
བྷྲིཾ,89
ཀྵེཾ,33
ྈྐཾ,15
ྉྤཾ,7
ནྷེ,25
ཊཻ,22
ཎྜཻ,8
རྱཻ,56
ནྱཻ,100
ལཱེ,46
ཧྱཻ,37
ཎྱཻ,145
ཙྪཱ,246
ཀྵྱཻ,4
ཊྱཻ,12
བྷྱཻ,20
ཇྀྀ,1
ཎྱཱ,65
ནཱྀ,17
ནྴཱི,2
ཕྱཾ,13
ཏཱྀ,17
སྤྱ྄ོ,1
རྫཱ,32
ཤཱྀ,10
ངྷྲུ,6
ཤཱོ,8
ཞུུ,19
བྷྃ,120
ཊུཾ,54
མྦོ,102
ཉྭ,405
རྒྱཽ,3
པ྄,5632
ན྄,2949
ལ྄,129
དཱྀ,6
ཕཻིཾ,1
ཙུྃ,32
ཇྃ,7
བྷྲཱྀ,13
་ྂ,16
བྷྲཱྀུ,1
ཛཱིཾ,32
ཁུཾ,73
ཥྛཾ,36
བྱཻེ,1
གྷྱ,76
ཉྩོ,55
ཊྤ,3
རྦི,142
དྦྷ,228
ནྟཱུ,9
དྟེ,3
ཏྻ,7
པུུ,45
ཤྭོ,109
ངྶེ,6
ཉྩཱཾ,2
ཏྭཻ,9
པྫ,18
རྭཱ,7
ནྱེ,154
ཏྱེཾ,16
ཏྑ,3
སྐིུ,4
བྟེ,26
ངྐི,75
སྨྱཽ,14
ཟྀ,24
ཧེུ,1
ཏྟྲ,84
ཛྷཻེཾ,3
རྭཾ,6
དྷྭུ,1
ཆྒཻེ,8
ལཱཽ,3
གྒྀ,3
མྦྷཱི,67
ཀྐཾ,18
མྣཱ,27
ཎྡྲ,27
བླཽོ,7
ནྚྀ,1
ཎྜྀ,28
ཀྨ,68
ལྕྀ,5
ཧྣཾ,3
ཛཱཽཾ,2
རྨྨི,27
ཏྵི,3
ཏྐྲ,4
ཎཽཾ,36
གྲཱཾ,7
ཥྟྭ,6
ཏྲེཾ,18
ངྐེ,42
ཝཱིཾ,1
ཥྟྲི,8
བྷཱིུ,1
ཤིཾ,86
མཽོཾ,1
ངྒོ,12
ཀླཾ,39
ཀྀ,22
བྷྲ྄ཱུཾ,3
。,9
བྷྱ྄ོ,1
རྦྷི,24
ངྐྲ,3
ཛྷོ,19
གྨེ,37
ཀྨུ,3
ལྷུཾ,24
ནྟཱི,145
ཀྵྨིཾ,14
རྒྱེ,35
རྙྀ,50
སཱེ,21
གཱཽ,22
ལྟཻེ,1
ཥ྄,721
ཤྩྱུ,3
ཤྩྱོ,3
སྥཱུ,3
ནྦྷུ,17
ངྷྲཻ,1
དྷྲཱ,40
ཌྷཽ,21
ཊ྄,8322
ཤྣོ,8
ཀྟུ,23
ཛྱཱ,60
རྶུ,2
ཙྱཱི,3
ནྡྀ,2
ནྶུ,32
ངྷྭ,22
ནྴ,4
ཉྫོ,25
སྟྲྀ,28
པྶ,56
པྣོ,9
ནྦྷི,7
སྫི,28
ཤྩུ,15
སྫ,41
ཙྪྱ,8
ཤྩྱ,2
བྲྀྀ,1
ཀྞ,36
ཙྱཱ,24
ཛྱི,7
བྲཱ,185
ཥྭཱ,10
པྱེ,25
ངྷྱ,10
ངྷྱཱ,5
ཥྟུཾ,3
རྵུ,19
ཀྵྞུ,7
ནྭ,136
པྣུ,3
རྻུ,31
ངྷྭེ,5
དྷྭེ,114
པྲཱྀ,25
སྲཱྀ,25
བྲཱུ,155
རྟྀྀི,1
ནྱུ,20
ཌཽ,49
གླཱ,58
ཡ྄,798
ཤྲཱུ,17
གྣཱི,35
ཊཱུ,27
ཛཱྀ,4
ཥྟྲཱུ,1
ཙྭི,44
ཎྜུ,86
ཀླཱི,23
དྷྨི,3
དྷྱྀ,1
ཁྱཱེ,1
ཏྶཱ,97
ཏྶཱི,14
ངྷྱཻ,1
ཥྟ྄ུ,1
གྔྷེ,1
གྔྷ,8
རྦཱི,30
གྔྷཱཾ,1
གྔྷཱ,4
སྟཱུ,30
གྔྷི,3
རྞུ,17
ངྐྟཱ,6
དྦ,38
དྨི,31
ཙྲྀ,7
ཙྪཻ,16
སྦྲྀ,11
ངྷྭི,1
དྲྱ,9
སྫོ,7
རིཾ,168
ཀྵྃ,103
ཥྵཱ,14
ཏྣེ,360
རྠཾ,58
སྒཻ,4
དྡྷཱི,61
ནྚཾ,3
书,6
号,6
定,6
价,6
元,6
版,12
权,6
所,6
有,12
翻,6
印,12
必,6
究,6
如,6
装,6
质,6
量,6
问,6
题,6
，,7
请,6
与,6
出,6
社,6
发,12
行,12
部,12
联,12
系,12
调,6
换,6
电,6
话,6
传,6
真,6
：,12
བྷྱཱཾ,560
རྒྱུུ,46
གླ྄ེ,2
གྟུ,1
གྲུུ,29
ཎྟུ,2
ཝོཾ,2
﹙,1
﹚,1
རྡཻ,8
སྙ྄,1
སླཻ,4
ཥྞཱེ,3
སྤི,54
གྱ྄ི,1
ཥྟྱ,5
དྲཾ,67
པྣི,24
ཙྩི,18
གྷྭཾ,2
ནྟཻ,3
ནྟྭ,15
མྟ,9
ནྩ,42
ཀྐུ,140
དྟི,9
ཤྲོ,75
ཎཽ,43
མྦྲྀ,3
དྡྲི,4
ཊྚཱ,223
ལྐཽ,6
སཱྀ,11
དྷྱུ,32
རྗཾ,2
སྭཻ,21
དྱོཾ,3
རྡྡྷི,6
རྞཾ,41
ཏྟྱཾ,13
མྤཽ,2
ཎྨ,6
ཌྨ,6
ཀྴཱུ,7
ཀྒྷ,2
ཛྫྷ,10
བྦྷུ,4
ཤྴཱུ,5
ཤྣ,34
ཤྟུ,30
ཊྚཱི,6
ལླུ,153
ནྶཱི,4
ཎྞི,22
མླེ,27
མླ,23
ཛྙཱིཾ,16
༽ཾ,1
ཤྴེ,5
རྣཱ,48
རྵྱི,2
ནྭཱ,54
གྨ,46
གྡྷཱ,8
ཎྨུ,13
ཌྨུ,4
ཙྪྭེ,3
ཙྴུ,4
ཀྒྷི,2
ཙྴི,2
ཙྪཱེ,3
ནྣུ,18
ཉྩེ,25
ཥྩཱ,3
དྒྷི,2
མླི,20
བྷྱུཾ,2
ཤཱྀི,1
འུུ,14
ཏྟུ,28
སྨཱི,50
ཊྭུཾ,2
སྲིཾ,13
གྲིཾ,9
རྭི,27
གྟ,50
པྲཽ,11
ཁྂ,43
སྂ,39
ཥྤོ,14
གོཾ,56
དེཾ,915
གྲེཾ,7
སཽོཾ,1
ཞྀི,5
ཚྀ,26
རྙཽ,7
དྷེཾ,31
ཊྃ,130
རྡྲ,5
ནྲཱྀ,15
ཧླཱྀཾ,21
ཎྱཱུ,2
རྦྲ,29
ངྃ,161
རྒཾ,78
གུུ,46
ཀྵྼུཾ,3
མུུ,11
_,756
རྐཻ,2
ཤྞ,10
ཀྟཽ,5
རཱེ,52
གྲུཾ,72
སྤྲྀི,1
གྷྲཱཾ,12
ཀྴཱ,23
ལཱིཾ,24
གྫ,3
ཌྦྷཱུ,2
དྦི,13
ཊྤཱ,14
ཏྲྀཾ,2
ནྣཱ,129
བྨཱ,1
ཏྡྷེ,1
ཌྜཱི,3
ཤླ,15
ཎ྄,836
ཤྪཱ,4
སྑ,15
མྲཱ,131
ལླཽ,2
པྶཱ,2
ཤྴཱ,17
ཥྵོ,1
གྞི,11
ཧ྄,615
ཤྲ྄ཱི,1
སྐྱྀ,14
ཀྴི,413
རྣཽ,8
ཤྲཾ,16
ཀྩྀ,1
མྤོ,14
ཛཽཾ,17
བྱ྄ུ,3
བླེ,30
རྤཱ,65
ཀཱིཾ,8
ཏྲོཾ,11
ཀྱཻཻ,1
རྒྷ྄ཾ,29
ཙཱཽ,6
ལིུ,1
:ོ,12
/,55
/ེ,5
ཟླ྄,4
གྲཻེ,1
ཏྲུྃ,100
ཀྱཻེ,7
ཧྱི,50
བྷེཾ,20
ཀླཱ,24
ཆོི,1
ཤོུ,5
རྺེ,1
༔༵༵༵,1
རྠེ,78
ནྡྱཻ,10
རྞཱི,15
པྡཱི,2
དྷྱེ,149
དྒི,28
དྒུ,45
རྨྨེ,30
ཛྲུཾ,38
གྲཽོ,1
ཊྲཱུཾ,2
དྡྷྱཾ,4
ཀཱེ,40
གྷྲུཾ,4
ཧྭི,10
ཝ྄,32
ནེཾ,2
བྲྀཾ,8
ཤྀཾ,2
པེཾ,183
བྲིཾ,15
ཀཻཾ,13
ཞ྄ུ,1
བྷྱོཾ,4
ཇཻ,5
བྷྲཾ,94
:ེ,5
་ོི,2
དྭཾ,20
རྩཱ,55
སྒྲ྄ོ,1
རུཾ,226
དཱུཾ,3
མྦྲཻ,2
ཎྟཱ,4
ཏྣོ,38
ཏྣཽ,8
ཏྟྭཾ,13
ཧྭཱི,9
ཏྟྱཻ,2
དྨཽ,10
ནྡཻ,5
&,2763
:ིོ,4
^,11
#,2335
:ིེ,1
།ཻ,2
ངྒཾ,40
ཛཱེ,19
ཥྟྲཱྀ,8
མྤྲ,103
བྲ྄ུཾ,1
ཀྵ྄ིཾ,1
པྲཱུ,3
ཤཱིཾ,15
གྱཽ,10
²,4
³,2
３,1
页,4
རྦིཾ,16
ཥྟེ,23
རཱོ,12
སླུུ,7
ལུུ,10
སྐྱ྄ོ,1
ནྡཽ,6
གྱྀི,4
པཱེ,13
ཊྐོ,4
ཤྴོ,3
སྦྱ྄ི,1
ནྡྱ,12
སྣི,69
སྔ྄,2
རྣཾ,685
ཛྭཾ,7
ནྡྭ,10
ཤ྄,469
པྟཽ,2
ཀྟྲྀ,18
ཥཽ,24
ནྱཾ,47
ནྡྭོ,1
ནྠེ,3
མྦཽ,6
རྞཽ,3
ནྡྭཱ,2
དྦྷཱ,17
ནྟྱོ,2
ཀྩ,12
ནྠཱ,46
སྱཱཾ,26
ཐ྄,33
ཌ྄,252
རྻཱཾ,4
རྟྲྀ,74
མྣ,15
མྦྷཾ,23
དྷྱ྄,2
ཥྞཾ,7
ཏྤུ,39
ནྶ྄,2
དྱཽ,18
ས྄ི,14
ནྨུ,15
པྶུ,9
ཀྟྀ,3
ནྭི,20
ཏྲཽ,9
ཏྲྀྀ,1
ཤྩེ,15
མྣོ,8
ན྄ཾ,4
ཎྞཱཾ,6
ཎྨཱ,4
ནྲ྄ྀ,1
ཤྲཻ,4
ཎྞཱི,4
སྲཱ,61
རྒྒ,38
རྒཱ,68
ནྡྲཱཾ,2
རྡཾ,15
གྱཾ,78
ནྡྷྱཱ,7
རྱོ,13
ཥྞོ,11
ལྱཾ,43
སྟྲཾ,72
ཏཱོ,9
ཤྩཱི,11
ཛཻ,77
ཤྭཱི,11
ནྡྲཱི,27
བྡེ,8
