Stack, Frequency
ཤྱཱ,60
རྞྞེ,32
ཧཱིཾ,18
ལཱུ,84
ཎྞི,10
གྱྀ,31
ཋོ,8
ལྟི,22
པཱྃ,84
གྷཱུ,64
གྷཱྃ,35
ཤྤུ,12
ལྭ,20
ནྩཱ,2
ནྡྷཱ,52
ཥྞི,26
དྡྷྱུ,2
བྷྲཱི,12
ཊྱཻ,4
ཊྀ,12
ཛྱ,55
ཧིཾ,70
ལྤཱ,32
དྷཱུྃ,8
གྷྲོཾ,4
ཊུཾ,2
རྦྃ,90
ཛོཾ,2
སྟྲི,50
ཧྱྃ,16
ནིྂ,2
གྲཾ,16
ནྱི,12
བྟེ,22
ཙྱུ,26
ཌྒེ,36
ཛཽ,6
ཧྭི,10
གོཾ,2
ཎྜཱི,56
ཁྲྃ,2
བྷྲྀ,166
བྡ,26
ཌྷུ,50
ཎྲྱུ,2
ཧྱི,26
གྷུྃ,56
སིཾ,61
ཌཻ,6
ཧྣཱ,44
ཥྞཱུ,10
ནྜ,54
ཥྚྲི,20
ཏྲཱི,127
ནཱོྃ,8
ཛཱེ,8
ཥྚྲཱྃ,6
ཨཱིཾ,14
ཨུྃ,41
ཨཱུྃ,29
རྀཾ,8
རཱྀཾ,8
ལྀཾ,6
ལཱྀཾ,6
ཨཱཻཾ,2
ཨཽཾ,16
ནྡཱི,6
ནྡྲི,20
ཧཱུྃྃ,10
སྟྲ,84
ཪྷྱཾ,2
ཧྲོྃ,42
ཕཻཾ,10
བྷྲུ,8
ཁྀ,4
སེྃ,8
ཥྛྀ,6
རྣྞ,6
ཛྙི,14
དྱཱཾ,6
ཊྱི,18
ཊྚུ,6
ཧྲཱིྃ,138
ཏྲཱིྃ,6
བྱྀ,14
སྴི,2
ནྜི,8
མྲེ,6
ཌྡྷེ,6
ཌྡྷ,4
ཀྵླི,2
མླྃ,4
པླྃ,2
ཛླྃ,4
རླྃ,6
ཧླྃ,4
ཐྱཱ,2
ཛླི,2
ཏྠེ,2
ནྡུ,81
ཊཽ,4
སྟཱུ,2
དྦི,2
ཀྵཱིྃ,14
ཥྚཱིཾ,6
ཥྭེ,2
སྲྃ,11
དྷིྃ,26
དྷྲིཾ,6
ཧེཾ,12
ཨིྃ,31
སྐཾ,16
ཪྡ,25
ཀྶྃ,24
ཛྷེ,14
སྲྀ,22
ཏྤཱ,12
ངྐཱ,16
རྦོ,44
ཪྤྱ,4
བྱཻ,27
ནྠཱཾ,2
བྷྲཱུཾ,16
མཱུཾ,2
བྲཱུཾ,4
ཎྱཱ,8
ཎྠ,6
ཙྪུ,50
ནྡྲོ,8
ཡཱྃ,31
པྲོ,54
ཤུཾ,2
ནཱེ,20
ཟྀ,4
སྲུཾ,6
མྱཽ,6
ཏྲྂ,8
ཥྚྲཱ,44
ཧཱེ,14
ནྫ,12
སྙོྃ,2
བྦ,16
ཁྑ,2
ཏུཾ,18
ཧྣྃ,2
ལྒོ,8
ཅྀ,52
སྐྲེ,18
ངྑ,8
དྷྱཱྃ,8
ཤྟྲོ,4
ཌཱུྃ,2
ངི,10
ཌྒ,32
བྷཱྃ,7
པྂ,8
ཙྭ,14
ཏྱི,12
ཪྷ,27
རྩཽ,6
ཪྠི,21
ཛྟེྂ,2
ཛྟཻ,2
སྶ,46
ཪྨི,2
ཪྐ,12
ཝུ,23
ཧྲཱ,30
གྒི,14
སྨཱི,14
ནྒ,2
སྶེ,2
གླེཾ,4
ཪྦྦ,2
ནྡྲཾ,8
ཪྵེ,6
མྲཱི,12
སྤྲྀ,2
ལྤེ,24
རྒྷཾ,6
ལིྂ,2
ཤྨཱ,10
ཉྕ,4
མྲྃ,2
ཌྜ,14
ཨཱོཾ,26
རྟཱི,22
ཏྲིྃ,26
གོྃ,6
རྗ,14
མཱྂ,8
ཧྞྃ,14
སྕ,6
དྡྷྱེ,2
ཎྡ,10
ཏྲུཾ,18
གྷྲེ,2
མྚ,10
ཥཾ,14
མྦེ,52
ཥྣ,4
ཧྭེ,14
ཪྷཱ,4
ངྫྭ,2
ཤཱིྃ,34
ནྟྲི,20
རྱཱེ,2
ཅཱ,22
གྷྲི,61
ཤིྃ,34
དྲཱྃ,18
ཏྭཱི,24
ཧྲྀྃ,2
ཧྲཱྀྃ,4
ཧླྀྃ,2
ཧླཱྀྃ,2
ནྱཽ,2
ཊཻ,2
ལྀྃ,8
ཊྚྃ,4
ཛྙཱོ,10
པྟཱ,42
ཧྣཽ,2
ཛྙཽ,4
ཡཽ,6
བྡྷོ,8
ཛཱོ,2
དྷཾ,12
ནྷི,10
རྦྲ,4
ཥྛུ,8
ཀྵཾ,24
དྲཾ,2
ཙཻ,41
མིཾ,8
བྱཾ,24
ཛྲཱེ,20
ཕཱུ,20
ཕཱི,16
ཕཻ,12
ཕཽ,12
སྐི,4
ལྤོ,2
ཛཱུ,22
ཌྱི,12
སྒྲྀ,6
མཱེ,6
ཧྲཱྃ,46
ཧྭཱྃ,30
ནྨཱ,16
མཱྀ,6
ཎཱྀ,14
ཀྚཽ,2
གྒུ,8
ནྱུ,10
ནྟྲྃ,8
དྷྭཱ,26
ཥྐ,46
ཁྷྲྃ,4
ཛྴ,4
པྟི,6
གྦ,2
ནྟྲེ,4
ནིཾ,4
ཥྩ,30
རྡྷཱ,30
ནྡྲྃ,6
ནྜྲ,2
ཤྤཱ,2
གྷྞ,2
ཏྱཻེ,2
ཁྲཱྃ,2
པྲོྃ,8
ཛྱྃ,8
ཀྲིཾ,10
ནྱོ,6
ཀྒ,6
ཀྚ,4
མྨཱ,32
ནཱྀ,12
ཉྫྱུ,2
ཏྱོ,16
ཀྣ,6
ནྲིྃ,2
སྤཱ,8
སྣཾ,16
ཀྑ,22
གྟོ,2
ཏྛ,2
པྴཱ,2
གྴ,8
རྐྱྃ,2
དྟྲ,4
ཌྜེ,12
ལྦྃ,2
ཕཻྃ,20
རྣྣ,4
བྷཱཻ,2
ཇྲ,2
དྱཱྃ,12
ཀྟྃ,8
ཛྙུ,2
ཨེྃ,8
བྦེ,4
ཀྑི,4
ཥྥེ,2
ཌྲི,6
ཧྲྃ,66
གྷྣྃ,28
ལློ,2
པིཾ,34
མྟུ,2
ངྒུ,2
ཇོཾ,16
གྲུྃ,20
སཱུྃ,6
ཕེྃ,118
ཡུྃ,35
གཻ,24
ནྟཱི,80
གྷྭེ,8
ཏྩྪ,2
ནྩ,4
བྷྱེ,12
སྟྱ,30
རྡྷི,7
བྲུཾ,30
ངྒྷཱ,2
བྟོ,6
དྟྭ,2
ཀྵྨེ,28
ཪྐུ,2
ཐཱྃ,15
རྒྷྃ,26
ཏྲྱྃ,14
ངྦྷུ,2
ཀྟྭ,6
པྟིྃ,10
དྟྱ,6
ཥྣི,2
ཥྼཱ,4
གྷྱྃ,4
ངཾ,12
ཥྠཱ,4
ཥྚཾ,42
ཏྂ,8
ཁྭཱ,4
ཀྲཱིྃ,2
དྷྱི,21
གྡྷ,4
ཀེྃ,6
ཏྭཱེ,4
ཤཻ,34
ལྨོ,4
དཱེ,32
ཤཱུྃ,7
ཨཱཾ,26
བྲཱུྃ,21
བྲཱུ,4
ཤྵེ,10
ནཱཻྃ,2
ཧཻྃ,10
ནཽ,14
ཧཽྃ,10
སྭེ,2
ཧྲཱེྃ,8
སྭཻ,2
ཧྲཻྃ,4
ཧྲཽྃ,36
སྲཽ,2
སྭྃ,44
ལྂ,20
ཉྫི,54
ངྱོ,2
དྲིྃ,26
ཧུཾཾ,2
ཤོཾ,2
སྡྀ,2
ཏྐོ,2
ཀྟྱེ,2
ཧྲཾ,4
ཧུཾ,54
སྤཱུ,12
སྟྲཱི,10
དྡི,2
དྲྃ,30
ཨྭི,2
ཚོཾ,6
ལཱྂ,4
ཤྚཱྂ,2
ཐུྃ,14
ཎྚཱ,6
ཝུཾ,4
ཧྨི,8
དྐ,6
སྶི,16
སྒོྃ,4
ནྣི,79
ཀྐཱུ,2
ཙྩཱ,8
ཏྶི,4
ཝོ,6
ཛྺི,2
ལྗེ,6
ཧྲུཾ,4
གྟྲ,2
ནྤ,4
ཧྱཻ,16
ངྷྭ,2
གླྀ,2
དྲཱྀ,8
གཱེ,4
ལྦོ,26
ལཱེ,4
རྡཱ,11
རྞེ,30
ཊུྃ,34
སྦྱེ,2
བྷྲིྃ,14
པྟེ,33
གྷཱཾ,2
སྟོྃ,8
ལྦཱི,2
ཎྱཻ,52
ཧྨྨ,12
ལྷི,17
ཡུཾ,10
ཪྫ,4
ཪྟཾ,2
གུཾ,8
པྒ,2
ཀྟྱ,8
ཤྭྃ,34
ཌྷཱི,6
པླཱྀ,4
བྲཱྀ,4
པཱྀ,2
བླཱྀ,2
བླྀ,2
ཏླཱི,4
ཐཱུ,8
ཏླྀ,8
སླཱྀ,4
ྉྤཱུ,6
ཥྲྀ,2
ཥྲཱྀ,2
ྉྤུ,6
སླྀ,6
ྈྐཱ,6
ཥྤུ,8
ཎྱི,2
ཧྣེ,8
སྠུ,16
རྣྡྷ,2
གྷྣཾ,8
འིུ,8
དྷྲུཾ,6
ཝཾ,14
ཉྫྲ,4
ཡཱུྃ,4
བཱུྃ,2
གྐ,10
ཇཱིཾ,2
ཕྲོྃ,18
ཀྵྞི,4
ཀྵིྃ,30
ཏྞ,10
ཎྱྀ,2
ཪྶ,2
ཤྚྃ,4
ཀྑྃ,2
ཥྚྲཱྀ,54
སྨིྃ,10
བིྃ,36
པྲྂ,2
མྂ,12
པྲྃ,44
ཥྤྲི,2
ཎྚོ,6
བྷཽ,16
དྒ,36
ཐཱི,16
ལྨ,12
མྤ,71
ཌཾ,14
སྙཱ,2
ངྒྷ,48
ཉྫཱི,2
དྭཾ,2
རྦྦཾ,6
ཛཻ,3
ཛིྃ,8
ཐླྷཱིཾ,4
ཡཾྃ,2
བྷཾ,36
ཏྲྷྲེ,2
ཪྞི,8
སྣཱ,8
ཤྚ,16
ཪྴི,2
ཥྐཱེ,2
ཥྐེ,8
སྠེ,4
ཤྲཱིཾ,6
ཎྛཱ,6
ཛྲཾ,12
ཛྷུ,90
ཧྲོཾ,18
ནྚཱ,2
མེཾ,4
དྷཽ,8
བྷྲཽ,16
བྷྲེ,12
ལྦི,6
ཊྒྃ,2
རྷྡྱ,2
ཛྱེ,71
༒,6
ཎྞཱ,4
དྷྭོ,2
ཧཱཾ,32
སྭཱི,8
ཪྦྃ,4
ཀྟྭེ,12
ཎྠི,4
ཏྤུ,4
ཪཱ,2
ཌཱེ,6
ཙཱུྃ,14
ཋཱི,2
རྩུྃ,8
རྐི,4
ཪྨེ,4
ཤྨཱི,14
ཏྟིྃ,2
དྦུ,6
ཪྼྀ,4
ཏྟཱི,20
ནྱྃ,18
ཧྣཱྃ,2
ལྤི,20
ཀྐྲྃ,2
མྨྱཱ,4
ནྶུ,2
མྤྲི,2
དྲཱུ,8
དྨྃ,18
ནྻ,2
ཕླི,8
ཌྜི,14
ནུྃ,2
ཐྱ,8
སྟཱྃ,10
བྷྱུྃ,2
ཛྭེ,7
ཤྨཱེ,2
དྷྲཱི,44
ཅོྃ,4
ཀོཾ,4
ནྱཻ,40
དྡྷྭ,4
སྶྃ,2
ཧླཱིཾ,2
ཪྦྷ,6
ཀྲྀཾ,2
ནྱེ,38
ཏྲོྃ,10
ཊཱོྃ,2
རྣེ,6
དཱཾ,2
ངྐེ,4
རྒྱི,8
ཀྐྲོ,2
ཛྲཱཾ,8
ཀྵཽཾ,2
རྱཻ,16
ཥྵེ,2
ཁྷཱི,4
རྠཱྃ,2
མྲོྃ,8
ཛྲོྃ,4
སྲོྃ,8
ཌུྃ,4
ཕྲེཾ,4
བྲོཾ,4
ཤྲྃ,4
བྷྱཱ,8
ཪྦྷུ,2
མྤུ,2
ཨེཾ,4
ཨཻཾ,4
རཱྀྃ,5
ལཱིཾ,6
གྷྣི,4
རྠྃ,10
ཀླཱི,4
རྒཱྃ,6
ནྡྷཱྃ,2
བྷྲིཾ,6
རྞཾ,2
ཊྚཻ,2
ཏྱཱེ,2
ཇྱོ,2
དྲུྂ,8
ཅྟི,2
ཏྲྱུ,6
དླ,6
ཤིཾ,18
ཥྛེ,26
ཤྩྪ,4
རྦྒུ,2
བྫ,2
ཎྷ,4
ཥྟ,8
ཛྭི,8
དྷྱཾ,4
རྱོ,10
ཨྴུ,2
ཟླེ,2
སྠོ,10
ཐཱེ,8
སྭྤ,2
ཀླཻ,2
ཀྐཱ,10
དྒྷེ,2
ཪྠཱ,4
ཀེཾ,6
ཀིཾ,28
དྡྷྱོ,4
ནྡྷྱ,8
བོཾ,4
ཡཱཾ,14
ཐླྀྃ,2
བྷྲྃ,10
དྐུ,2
ལྡྀ,4
རྦྤ,2
ཀྵྨྃ,5
གེཾ,2
ཀྐྷྃ,2
དྷྲུ,14
བྷྱྃ,28
ཧྲཱུྃ,20
བྱུཾ,4
ཙྀ,16
ནྟཻ,2
པཱེ,8
ཛྤྲ,2
ངཱ,7
ཏྲཱུཾ,18
ནྟཾ,4
དྐྵཾ,2
ཧྂ,18
ཥྨྃ,2
ནྡྃ,2
ཏྱཾ,12
ཨཻྃ,6
ཏྟྭཱ,6
ནྡྷྃ,24
ཥྤྃ,68
ཧྟ,4
ཀྵཱྃ,28
ཀྵཱྀྃ,2
ཀྵྲྀྃ,2
ཀྵྲཱྀྃ,2
ཀྵུྃ,30
ཀྵཱུྃ,4
ཀྵླྀྃ,2
ཀྵླཱྀྃ,2
ཧླིྃ,2
ཧླཱིྃ,2
ཨཱིྃ,7
རཱིྃ,4
ལཱིྃ,4
རྨྨཻ,6
ཨྀྃ,2
རྀྃ,3
ཀྵྞཱིྃ,6
བྷིྃ,14
རྦྦྷ,2
ཕྲོཾ,22
པྲུ,4
ཥྚཻ,4
ཨུཾ,4
ཙྩུ,2
ཛྫུ,6
ཙྩི,3
ནྲཱི,6
ཛྀ,4
རྡྷཱེ,2
	,107
ནྠ,8
རྞྞཱ,30
ཏྟཱཾ,2
ལྱཻ,4
དྷུཾ,2
ཏ྄,10
པྷ,4
བྣོ,2
དུཾ,14
ནྠཱ,6
ཚྪི,4
རླཾ,7
རྩྪཱ,2
ཪྻེ,8
རྦྷྱོ,4
རྒྒེ,2
ཤྐྂ,2
ཉྩེ,4
བྷྱཱུ,4
ངྷྷ,2
མྦྱ,2
ཪྠྃ,4
ཇྶོྃ,2
རཱེ,16
དྦཱ,6
ཀྲཻ,14
ཤུྃ,12
གྶླེོྃ,2
སྤྱེ,4
ཊྜྷྱ,14
ཎྜཱྀ,2
རྫཱ,10
པྲཱེ,4
ནྜཱ,6
ནྪ,2
ཥྞེ,8
ཀྱཾ,4
ཥྛྃ,6
ཀྵྼི,4
སྡེྃ,2
ཕོཾ,4
ནོཾ,12
ཀྵིཾ,32
ཧྲླྀྃ,4
ཧྲྼཱྀྃ,6
ངྴ,8
དྭོ,2
ཎྜྱཻ,2
ངྑཱ,2
གྣིཾ,4
སྲཾ,10
རྡྲེ,2
ཤྠི,4
ལྩ,4
ཥྱི,2
རེཾ,8
ནྡྡྷྃ,2
བཱེ,10
ཝཱྃ,8
བྷྂ,4
ནྡྲཱི,4
ཤྞ,6
དྱཾ,4
ཧྫྱ,6
ཪྦི,4
ཪྤཱུ,4
དྣཾ,2
ཌིཾ,4
ཕཱེ,2
ཪྞྞི,2
སཱྃ,27
གྟེ,6
ཁེྃ,6
རཱཾ,4
ཨྀ,4
མྨྱ,2
ཪྨཾ,2
ཤྲཱུ,6
ནྷ,14
བྥུ,10
མྦྷུ,2
ཙྪེྃ,2
ཊཾ,12
སྑ,8
ཥྱཱྃ,4
དྻ,6
ཪྒྷ,2
རྷེ,2
མྦྷེ,6
ཎྱོ,4
ཏྒྷ,2
ལྒི,2
ཊཱྀ,2
པྣི,2
དྡྷྃ,16
ཀྷེ,2
ཤྱོ,6
དྷིཾ,10
སྱྃ,10
ཙོཾ,6
ལུྃ,9
ཀཱིྃ,4
རྒཱ,10
ཧཱུྃྃྃྃྃྃྃ,2
དྲཻ,6
ཥྚཱྀ,10
ཥྚྀ,6
པྣྃ,4
ཀྟིཾ,2
དྷྷེ,4
ནཱྂ,10
རྦྷི,4
ཀྶ,14
ཥྚྲཻ,4
ཥྜཱ,4
ཊྚོ,4
ཛྙཱེ,10
ཪྺ,4
ཌྒྃ,2
ཀྵཱཾ,2
གྷཱྀ,2
ཡེྃ,4
ཌྱཱ,4
ཪྞཾ,2
ཌཱྃ,21
ཧྐྵྨླྺྼྻྃ,10
བཻཾ,22
ཛྙྃ,12
རྞྜྃ,2
ཤྭཱྃ,4
ཪྵྃ,4
ཪྵཱཾ,2
ཐླྷཱི,2
ཥྟཱ,2
ལླྱྃ,2
ཊཱཾ,6
ཀྟྲེ,10
ཪྦུ,2
ཛྲུ,2
ཎྡྲ,4
སྨཻ,4
དྷྲྃ,4
ཏྠི,9
ཛྫོ,2
ནྩོ,2
བྱྃ,8
དྐི,2
ཪྴཱ,2
ཀྷཱྃ,4
ཙྷཱ,4
ཚྷཱ,4
ཤྷ,4
མྷོ,4
ཏྷཱྃ,2
སྟྷ,2
ཛྷཱྃ,31
བྡེ,8
ནྟྀ,2
དྱཱི,2
དྷྲཱྀ,44
ཥྐྃ,14
དྷྭཱྃ,8
ཥྚྲེ,6
ཏྶ,10
ཉྩྃ,4
གྂ,6
ལླཻ,8
བྷིཾ,4
དྦ,6
བྷཱུྃ,30
ཛྲཱིཾ,10
ཛྙཾ,2
མྦྃ,9
ཊྣ,2
ཉྪ,2
ཤྲྀྃ,18
ཛྙིཾ,2
ཏྩ,6
མྨོ,6
ཧྱོ,2
རྪ,8
ཪྱུ,2
ཛྙཱྃ,28
ཊྒ,4
ནྟྭ,4
རྱི,6
ཥྚྱ,2
རྟྲི,6
སྱཱཻ,8
ཛྣཱ,4
དྣེ,4
ཏྣྃ,2
ཌྱེ,2
མིྃ,8
རཱཻ,2
ཛྞཽྃ,12
ཏོྃ,2
རྦྷཱུ,2
ཏྲིཾ,10
དྡྷྲིྂ,4
ཥྚཱོྃ,4
ཤྜཱོཾ,2
སྣོཾ,16
ཛྙྣ,4
ཅྱུ,2
རྠེ,10
ཛྭོ,4
ལྐཱ,4
ངྷི,4
ཏྨྨཱ,2
མྼ,2
ཕོྃ,4
རྒྃ,8
ཪྡྷ,20
ཪྞྞཱ,2
ཉྩུ,2
དྲཱེ,2
ཨྂ,20
རྒྒ,24
ཊྲེ,2
ཎྣ,2
ཏྦྷུ,2
དྡྷུ,6
ཊྚྲི,2
སྷྱ,2
ཀྴཾ,4
ཀླཱ,6
ཚཾ,12
སྦྲྀ,1
སྤི,15
ཟུཾ,10
ཪྨྨ,6
ངྷཱུྃ,4
གྷྲོྃ,4
ཇྲོྃ,4
ཤྲོྃ,4
ཪྨཱ,4
ཥྱེ,12
དྷཱྀ,6
ཤྠཱ,4
སྟཱི,6
དྲྱཻ,4
བཱིྃ,10
བུྂ,2
ཊྭཱ,4
ཨཽྃ,6
ཟཱ,2
ཀྵྱ,22
ཀཱཾ,16
པྷཱ,2
དཾྃ,2
བཱྀ,4
ནྭི,18
ཛྭཾ,2
ཏྲྀཾ,2
ཀྟྱཱ,4
ཊྐ,4
ཁཱྃ,21
སྨྲུ,2
དྷྷོ,2
ཏྐཱ,8
ཀྴུྃ,2
སྨྲུྃ,2
ཀྵྨཱི,11
ཏྲྱཱྃ,14
དྡྷྲི,2
ལྒུ,10
ཧྲཽ,4
དྷྲིྃ,12
ཌྒཱ,4
པྀྃ,2
བྀྃ,2
ཀྡི,2
ནྂ,16
ཉྫེ,10
སྨིཾ,12
སྙྀ,16
ཀྵྱི,2
རྒྷོ,14
ཉྩཾ,2
གྦི,2
ཥྦཱ,2
མྟཾ,2
ཨྣུ,2
པྼི,2
ལྶ,2
སྟྲོཾ,2
ཞུཾ,2
ཤྲྀ,8
ནྡྷཾ,2
ཪྠེ,10
ཏྀྃ,2
ཏཱུཾ,2
ཤོུ,2
སྟྱཱ,2
སྟྲཱ,6
གྷཱོ,2
ཛུྃ,16
ཛཱུྃ,2
ཀྲོཾ,6
ཀྲོྃ,6
ཕིཾ,4
ཕཱིཾ,2
ཕཱུྃ,4
ཕཽཾ,2
ཀྱྃ,12
གྷྱུ,12
ཡྟི,2
རྩྩི,4
ནྡྲྱཻ,2
ཀྵྨྱཻ,2
ཊྚིྃ,2
ཙྪཱི,2
ཀྵྱཻ,2
དྑ,2
ཥྚཱུ,2
ཀྵཱུ,8
ཀྵྨི,12
བྷྲྀཾ,2
གྐུ,2
ཊྲ,24
‍,3
བྨ,4
གྴི,2
བྷྲཱུྂ,4
ཏྲཱྂ,2
ཁྂ,6
པྱེ,2
གྷེྃ,18
པྤུ,4
ཉྫོ,4
རྦྠ,2
ཊྛི,6
ཊྷེཾ,2
དྡྷྲྀ,2
དྤུ,2
སྡྷེ,2
སྶྱ,6
ནྠེ,2
པུྃ,8
རྡྷུ,2
ཇིཾ,2
མྦྷཱི,12
རྱྂ,2
ཀཱྂ,2
དྱཱྂ,2
པྤི,2
རྨྨཱེ,2
ཇྀ,22
ནིྃ,2
གྐེ,6
དྡཱ,10
དྡུ,4
ཤྣ,6
࿓,18
࿔,22
རྨྤ,2
ཧྷ,98
ཤྤྃ,2
ཏྡྷ,2
ཎྲྀ,4
ཪྞྞོ,2
ཎེྃ,2
ཌྷྲོ,2
དྦྷྱུ,2
པྱཱྃ,6
ཀྲཱུ,8
རྥུ,6
རྱཱི,4
ཧྟྭྃ,2
དྷྱཱུ,2
པྤ,40
ནྛཱ,2
ཏྲོཾ,2
རྨཱྃ,2
ཀྲཱཾ,2
ཤྲྀཾ,2
ནྷེ,4
སྩེ,2
རྡྲ,2
ཊྠི,4
ཧཱོ,4
མྑྱ,2
མྶ,12
ཛྲཱིྃ,10
མཻྃ,2
ཋེ,12
སྦཱི,2
ཙྩེ,4
ཪྒྷོ,4
ཀྲྭ,2
གྐྲེ,2
དྱྃ,21
ཡེཾ,4
ཛཱྂ,2
ཀྵྞཱིྂ,2
ཨྱཱེ,2
ཀླེཾ,2
ཀླིཾ,6
ཀླུྃ,18
ཀླེྃ,2
ཀླིྃ,6
དྴ,2
ཤླེ,20
ཛྫེ,4
ཊྩ,2
ཎྟྲ,6
སྠཾ,4
དིཾ,6
ཤྲཱེ,2
ནཱིཾ,2
ནྱཾ,4
ཀྐཱི,6
ཊྱཱ,2
ཇྱ,2
རྟྨ,2
ཛྲཱོ,4
ཛྷྱོ,4
བྶ,4
ངྱྃ,4
རྦཱྃ,6
ྈྐ,4
སླཱི,2
ཥྲི,2
ཥྲཱི,2
མྲཱྃ,2
ངྔྷ,4
དྡྷྀྃ,2
ལཽ,18
ཀྵྞོ,4
སྟྲོ,2
ཤྴུ,2
ཀྭེ,2
ཌྷཾ,4
རྷི,2
རྕེ,2
སྐྲཱི,4
ཥྟི,2
མཱིུ,2
ཧུྃྃ,2
དྨཱྃ,2
ཥྚྲྲ,2
ཀྨཱྃ,2
ཀྨཱཱྃ,2
ཕྲྀ,4
ཥྚཱིྃ,4
ལཱོྃ,4
རྡྡྷ,4
ཏྡྷཱོྃ,2
སྟྷྨ,2
ཥྭི,2
རྦྤྃ,2
ལླུ,12
ཛྷཻཾ,2
ཀྱེྃ,2
ཁུཾ,2
ཊྛ,8
རྒྱེ,8
ཀྴེ,4
རྦྀ,4
རྤུ,4
རྒྷེ,2
བྣཾ,2
བྡྷེ,6
སྡེཾ,2
ཪྦཱ,5
རྞོ,4
རྨྱེ,2
ཙྪྲཱིྃ,6
ཀླཱྀྃ,2
ཌྲེ,5
ཌྡྷྱ,2
ཀྻུ,2
ནྤུ,2
ཪྞཱཾ,2
གྟི,2
ཤྚཱ,8
མྤྲ,4
དཽ,8
ཎཻ,8
གྷཱེ,4
རྦྦྷེ,2
ཧཱུཾཾ,1
ནྟྃ,14
གཱཽ,16
ཏཱྂ,2
ཥྨཱི,2
རྣུྃ,4
དཱཻ,4
ཏཱིྃ,4
ཇྭཱ,2
ཧྲཱུ,2
ངྒོ,2
ཌྵ,2
ཏྨེ,6
སྚ,2
ཛྭཱི,2
རྦྦི,6
སླི,4
དྷྲཽ,4
ཛླིཾ,4
བླིཾ,4
ཧྲོ,2
གཱོ,2
རྟྣ,2
དྦྷེ,2
མྙ,2
ལྱྃ,4
ཪྵུ,4
སྦྂ,2
ཪྷྷ,2
དྦྷྱ,12
རྠྠཱ,2
ཏིཾ,28
སྟྲྱ,2
ཀྤྲ,2
སྠཻ,2
རྟཱེ,2
ལྩོ,2
ཎྜྷ,4
རྦྷཱི,2
ནྠི,23
གྲཻ,6
ཀྟུ,4
སྟྲཱཾ,4
པཱཾ,6
ཊྱྃ,4
ཛྂ,2
སོཾ,2
ཀྶཾ,8
སྟྲིྃ,2
སྟྲྃ,6
ཙྐྲ,2
པྶཾ,2
སྷྲྱ,2
དྡྷྭཱ,2
༓,4
ཐྱེ,6
ཧྲཱེཾ,2
ནྟཱིྃ,2
ཥྚྀྃ,6
ནྭ,2
གྷུཾ,32
གྷཻ,72
ནྶི,6
དྣཱ,4
རྦྷཱེ,2
ཊྭི,4
སྦཱ,6
ཡྱོ,2
པྶ,4
ངྷཱ,2
ཀྵྪོ,2
ཤྭཱི,3
ཀྭོ,2
བེཾ,2
ཏྟྲྀ,2
ཀྵཱིཾ,4
ཤྺུ,2
ཥཱིཾ,2
གྷཾ,8
སྟིཾ,4
དྶཱ,8
ཀོྃ,12
སྱཾ,4
ཧྨཱེ,2
ཛྷླཱ,2
རཱུྃ,4
ཌྚ,14
མྱཱ,4
ཥྛླ,2
ཏྟུ,8
ཏྤྂ,2
ཤྐྲ,4
ཏྷྲ,2
ཥྤྲེ,4
ཏྲྱཻ,8
ཁྷ,2
དྡྷྭི,2
སྛ,6
ཀྵིྂ,6
དྷྲེཾ,2
སྐྲོཾ,2
ཪྣ,4
ཐྵ,2
ཏྭྀ,4
ཏྠུ,4
ཙྱཱ,4
ནྣཱི,2
ཏྦ,2
རྤཱི,2
ལྱཱེ,2
ཧྞྞ,12
ཌྂ,2
ཌཽ,6
རྞྞི,4
ཎྡྲྃ,2
རྞྞྃ,10
ཧྞྞཾ,2
ཤྚི,8
ཀྟིྃ,4
ཎྜྃ,6
གྷཽ,4
སྱུ,2
ཌྜྷྱཱ,2
ཧྞཱཾ,2
ཀྐཾ,2
མྨྱེ,2
ནྦི,4
པྡེ,6
ཥྚྲིྃ,2
གྷྣཱི,2
ཁྨ,2
ཀྠི,2
ཌཱཾ,2
རྡྱེ,2
ཇྲོ,6
དིྃ,4
དྟེ,2
བྣ,6
ཪྦེ,4
རྦཱི,4
ཛྙཱཽྃ,4
དྷྷ,8
ཥྱུ,4
ཤྐེ,2
རྦྭ,10
ཚྪ,6
རྒྷུ,4
མྦྦ,2
པྲཱྃ,4
རྫྫེ,2
ཊིྃ,4
ཨཱཻ,6
དྱཽ,2
ཝྭེ,2
ནྡྱ,4
ཀྂ,6
རྡྟི,2
ཏྲཱིཾ,24
ཤླ,6
ཏྲེྃ,4
ཀྵྨྲཱིྃ,2
ཤྭཾ,2
བྷེཾ,6
ཙིཾ,4
ནྜྷྱ,2
ཥྚྲཱོྃ,2
ཉྩཱི,2
རྨྣ,2
བྲཻ,4
བྱཱྃ,4
ཤཱེ,6
ནཱིྃ,2
ཚིཾ,4
ཥྥ,7
རྦྦཽ,4
བྷྲཱིྃ,2
ཪྡྲཱ,2
ཪྦཾ,2
སྵྃ,2
ཐྷཱ,4
ནྫྭ,2
གྟྭེ,4
ངྒྲི,2
ཏྟྱེ,6
དྡྷིཾ,6
སྨཱྂ,2
ཚྩ,4
དྷྭྂ,2
ཤཱཾ,6
ཏཻཾ,2
ཥྐྂ,2
ནྛ,2
རྐྱུ,4
ཊྦྃ,2
མྱཾ,2
མྦྷོ,2
སྙཾ,2
ཤྛཱ,2
